note_id,#diary_id,#author_id,#note_date,#places
"5975",#"15",#"18",#"1938-05-29",#
"5976",#"15",#"18",#"1938-06-03",#"бабушкин->1,рудольф->1"
"5977",#"15",#"18",#"1938-07-17",#"запад->1,куда->1,ершовая->2"
"5978",#"15",#"18",#"1938-08-08",#"чкалов->9,америка->1"
"5979",#"15",#"18",#"1938-08-10",#"осипенко->4,волга->2,кремлёвка->1,ломако->2,берлин->1"
"5980",#"15",#"18",#"1938-08-14",#"запад->2,озеры->1,чукотка->1,чующий->1,владимир->2,арктика->1,кола->1,восток->2,москва->2,чкалов->1"
"5981",#"15",#"18",#"1938-08-19",#"чкалов->1"
"5982",#"15",#"18",#"1938-09-20",#"грузия->1,весь союзный республика->1,союзный республика->1,пара->1,ермак->2,амдерма->1"
"5983",#"15",#"18",#"1938-09-27",#"расков->4,осипенко->8,щелково->2,душкаган->1,богорадом->1,красноярск->1,раскова->3,медвежий->1,хабаровск->1,москва->1"
"5984",#"15",#"18",#"1938-10-27",#"дальний восток->1,бряндинской->2,москва->1,чкалов->2"
"5985",#"15",#"18",#"1938-10-30",#"рыклин->1,ермак->1,литка->1"
"5986",#"15",#"18",#"1938-10-31",#"хабаровск->1,енисей->1,бряндинской->1"
"5987",#"15",#"18",#"1938-11-01",#"он рассказов->1,одесский кичман->1,испания->1,восток->1,бряндинской->1,москва->1,китай->1,серов->1,кара->1,тушино->1,чкалов->1,владивосток->1,филя->1"
"5988",#"15",#"18",#"1938-12-18",#"александр->1,хабаровск->1,москва->1,восток->1,кисловодск->1,кренкель->1,чкалов->4,вся москва->1"
"5989",#"15",#"18",#"1939-01-27",#"йорк->1,америка->1,москва->2"
"5990",#"15",#"18",#"1939-01-30",#"видный->1"
"5991",#"15",#"18",#"1939-02-11",#"амудсена->1,рудольф->1"
"5992",#"15",#"18",#"1939-02-12",#"минск->2,восток->1,москва->1,щелково->1,америка->2,калинин->2,забайкалье->1,рудольф->1,колосовое->1,чкалов->8,их америка->1"
"5993",#"15",#"18",#"1939-02-21",#"керчь->1,пара->1,то->1"
"5994",#"15",#"18",#"1939-02-27",#"нея->1,женева->1,архангельский->1,кремлёвка->1"
"5995",#"15",#"18",#"1939-03-10",#"тушино->1,видный->1,лётная москва->1"
"5996",#"15",#"18",#"1939-03-11",#"красный->1,лежнева->1"
"5997",#"15",#"18",#"1939-03-16",#"украинское->1,кремлёвка->4,прилуцкий->4,украинский->1,газа->1,москва->2,то->1"
"5998",#"15",#"18",#"1939-03-18",#"щелково->2,карман->1,горка->2,арктика->1,йорк->1,то->2,куда->1,чкалов->1,рудольф->2,анджелес->1"
"5999",#"15",#"18",#"1939-04-04",#"сибирь->1,май->1,орджоникидзе->1,чкалов->1"
"6000",#"15",#"18",#"1939-04-18",#"май->1,рудольф->2,ленинград->1,ростов->1,париж->1,австралия->4,дагестан->3,москва->2,чкалов->2,самый край->1,астрахань->1,бык->1,один край->1,остальной республика->1,туркмения->1,пара->1,куда->2,махачкала->2,исландия->1,вредительск->1"
"6001",#"15",#"18",#"1939-04-19",#"восток->1,москва->1,щелково->1,куда->1,европа->1,рудольф->1,анадырь->1,нея->1,хабаровский->1,сталиногорск->1,америка->1,гренландия->1,наркомвнуделец->1,ростов->1,сша->1"
"6002",#"15",#"18",#"1939-05-16",#"нея->3,щелково->1,май->2,серов->5,кола->1,второй май->1,пара->1,осипенко->3,рязань->1"
"6003",#"15",#"18",#"1939-05-23",#"калинин->2,нея->1,красная->1,севастополь->1,май->1,одесса->1"
"6004",#"15",#"18",#"1939-07-22",#"прилуцкий->1"
"6005",#"15",#"18",#"1939-07-23",#"пара->1,нкид->1,красная->1,влскм михайлов->1"
"6006",#"15",#"18",#"1939-07-24",#"химки->1"
"6007",#"15",#"18",#"1939-07-27",#
"6008",#"15",#"18",#"1939-07-29",#"калинин->1"
"6009",#"15",#"18",#"1939-07-30",#"воронеж->1,ессентуки->1"
"6010",#"15",#"18",#"1939-08-01",#"куда->1,прилуцкий->1"
"6011",#"15",#"18",#"1939-08-02",#"восток->1,весь район->1,йорк->2,саратов->1,москва->2,запад->1,то->1,май->1,пара->1,севатсополь->1,америка->1"
"6012",#"15",#"18",#"1939-08-04",#"щелково->1"
"6013",#"15",#"18",#"1939-09-24",#"белоруссия->1,украина->1,этот пограничный республика->1"
"6014",#"15",#"18",#"1939-09-18",#"украинское->1,москва->5,польша->2,красноярск->1,вильно->1,англия->1,европа->1,калуга->1,румыния->2,тернополь->2,франция->1,эстонский->1,амдерма->1,минск->3,луцк->1,эстония->3,запад->1,бессарабия->1,таллиннский порту->1,амур->1,советско->2,стокгольм->1,вечерняя москва->1,америка->1,хасан->1,германия->1,киев->3,эстонская->1,куда->1,чкалов->1,эстонское->1"
"6015",#"15",#"18",#"1939-09-25",#"львов->1,польша->1,гродно->1"
"6016",#"15",#"18",#"1939-09-26",#"маттёрн->1,минск->1,эстония->1,брест->1,воронеж->1,запад->2,эстонский->1,москва->2,ленинград->1,вильно->1,то->2,белосток->1,нея->1,турция->1,гродно->1,львов->2,киев->1,новороссийск->1,чкалов->1,комсомольск->1,бык->1"
"6017",#"15",#"18",#"1939-09-27",#"белосток->2,баранович->1,вильно->1,балканы->1,германия->1,киев->1,ленинград->1,москва->2,балтика->2"
"6018",#"15",#"18",#"1939-09-28",#"минск->2,шпицберген->1,эстония->2,вильно->1,мурманск->2,варшава->1,куда->1,нея->1,москва->6"
"6019",#"15",#"18",#"1939-09-29",#"минск->1,эстония->1,германия->2,киев->1,москва->2,латвия->1"
"6020",#"15",#"18",#"1939-09-30",#"львов->1,киев->1,пара->1"
"6021",#"15",#"18",#"1939-10-01",#"брянск->1,минск->1,пушкин->1,витебский->1,киев->1,западная белоруссия->1,вильно->1,внемлет->1"
"6022",#"15",#"18",#"1939-10-06",#"небольшой городок->1,литва->1,никулин->1,западная белоруссия->1,белоруссия->1,великое->1,москва->3,англия->2,рыклин->1,вильно->4,франция->1,латвия->1,латвийская республика->1,новый вавилон->1,мунтерса->1,лондон->1,польша->2,виндава->1,буржуазная республика->1,монголия->1,социалистическая республика->1,западная украина->3,италия->1,львов->2,то->3,красная->1,германия->2"
"6023",#"15",#"18",#"1939-10-18",#"литва->1,турция->1,западная белоруссия->1,советско->1,эстония->1,москва->1,латвия->1"
"6024",#"15",#"18",#"1939-11-09",#"западная украина->2,куда->1,западная белоруссия->2,москва->2"
"6025",#"15",#"18",#"1939-11-21",#"восток->1,хабаровск->1,щелково->1,париж->2,йорк->4,австралия->1,якутия->2,москва->4,горка->2,омск->2,америка->1,владимир->1,куда->1,первый ангар->1"
"6026",#"15",#"18",#"1939-12-30",#"финляндия->1,свеаборг->1,хельсинки->1,ширина->1,красная->1,ленинград->1,который->1"
"6027",#"15",#"18",#"1940-02-19",#"запад->1,арктика->1,заседаловкая->1,архангельск->1,красная->1"
"6028",#"15",#"18",#"1940-04-30",#"самый край->1,петровский->1,ваша область->1"
"6029",#"15",#"18",#"1940-05-07",#"сим->1,рыклин->1,бронтмана->1,арбат->1,чукотка->1,зарабат->1,то->1"
"6030",#"15",#"18",#"1940-05-10",#"голландия->1,черчилль->1,сочи->1,голландская индия->1,гибралтар->1,исландия->1,москва->1,италия->1,люксембург->1,нея->1,серов->2,гренландия->1,греция->1,бельгия->1,сша->1"
"6031",#"15",#"18",#"1940-05-18",#"лондон->1,голландия->1,бельгия->1,западная европа->1,запад->1,болгария->1,май->1,гамбург->1"
"6032",#"15",#"18",#"1940-11-03",#"лондон->3,осетия->1,чечня->1,газа->1,нея->2,москва->1,кавказ->1,финляндия->3,осипенко->1,серов->1,шпитальное->2,арктика->1,красная->1,чкалов->2,владимир->1"
"6033",#"15",#"18",#"1940-11-07",#"котлы->1,литва->2,дмитрич->1,охотский->1,чукотка->1,восточная арктика->1,ракош->1,кизляр->1,анадырь->1"
"6034",#"15",#"18",#"1940-11-08",#"калинин->5,литва->1,дагестан->2,бесарабия->1,пара->1,эстония->1,латвия->1"
"6035",#"15",#"18",#"1940-11-11",#"новый союзный республика->1,берлин->2"
"6036",#"15",#"18",#"1940-12-13",#"старая армения->1,седа->1,эчмиадзин->6,иран->1,ереван->1,двуглавый орёл->1,москва->1,одноглавый орёл->1,клин->1,качарян->2,франция->1,баку->2,уса->1,армения->6,священный котлы->1,америка->1,городок->1,то->2,велик->1,один петербургский->1,турция->1,персия->1"
"6037",#"15",#"18",#"1940-12-25",#"восток->1,бык->1,запад->2,одна гребенка->1,коллинза->1,заседаловкий->1"
"6038",#"15",#"18",#"1940-12-26",#"восток->1,нея->1,бия->1,рошаль->2,патетически->1,германия->1,пара->1,чкалов->2,то->1"
"6039",#"15",#"18",#"1940-12-27",#"сам владимир->1,чкалов->1"
"6040",#"15",#"18",#"1941-01-02",#"люксембург->2,нея->1,файер->1,арктика->2,богородский->1,украина->4,хмельницкий->1"
"6041",#"15",#"18",#"1941-01-08",#"литва->1,латвия->1,эстония->1,бессарабия->1,то->1,новороссийск->1,нестер->2,уточкин->2"
"6042",#"15",#"18",#"1941-01-10",#"россия->5,средняя азия->1,волга->4,сибирь->1,азия->1"
"6043",#"15",#"18",#"1941-02-20",#"грозный->3,баку->3,азербайджан->1,москва->1,сумгаит->1"
"6044",#"15",#"18",#"1941-02-21",#"тапров->1,баку->2,пушкин->1"
"6045",#"15",#"18",#"1941-02-22",#"одесса->2,город украина->1,куда->2,киев->2,украина->1,москва->1"
"6046",#"15",#"18",#"1941-03-02",#"метео->1,ермак->3,ленинград->2,москва->2,то->1,архангельск->1,дмитрич->1,рудольф->3,виктория->1,куда->1,либин->1,амдерма->2"
"6047",#"15",#"18",#"1941-03-09",#"лондон->1,восток->1,рим->1,рыклин->1,буссинара->1,вегнера->1,лыжа->1,газа->1,москва->1,керчь->1,нея->1,майн->1,эллада->1,пушкин->1,владимир->1,гомера->1,куда->1,чкалов->2"
"6048",#"15",#"18",#"1941-04-01",#"исторический находка->1,тимошенка->1,митин->1,четвёртый тур->1,ленинград->3,москва->1"
"6049",#"15",#"18",#"1941-04-02",#"владимир->1,пино->1"
"6050",#"15",#"18",#"1941-04-19",#
"6051",#"15",#"18",#"1941-04-23",#"пара->1"
"6052",#"15",#"18",#"1941-04-25",#"курган->1,таджикский->3,москва->1"
"6053",#"15",#"18",#"1941-05-12",#"москва->3"
"6054",#"15",#"18",#"1941-05-16",#"иванов->1,александр->1,май->1,волга->2,реут->1,арктика->2,красная->1,коссово->1,москва->1,то->1"
"6055",#"15",#"18",#"1942-05-19",#"тула->1,омск->1,харьков->1,шахта->1,невьянск->1,май->1,тагил->1,москва->1,свердловск->1"
"6056",#"15",#"18",#"1942-05-20",#"задонск->1,куда->1,ливны->1,елец->1,воронеж->1"
"6057",#"15",#"18",#"1942-05-21",#"дон->1"
"6058",#"15",#"18",#"1942-05-22",#"алексеевка->1"
"6059",#"15",#"18",#"1942-05-23",#"валуйки->1,реут->1"
"6060",#"15",#"18",#"1942-05-24",#
"6061",#"15",#"18",#"1942-05-25",#"украинский->1"
"6062",#"15",#"18",#"1942-05-26",#"валуйки->1"
"6063",#"15",#"18",#"1942-05-27",#"валуйки->2"
"6064",#"15",#"18",#"1942-05-28",#
"6065",#"15",#"18",#"1942-05-29",#"май->1"
"6066",#"15",#"18",#"1942-05-30",#
"6067",#"15",#"18",#"1942-05-31",#"куда->1"
"6068",#"15",#"18",#"1942-06-01",#"валуйки->1,реут->1,купянск->1,киев->1,май->1,ольховатка->1"
"6069",#"15",#"18",#"1942-06-02",#"куда->1,начполитарма->1,ольховатка->1,красный->1,донец->1"
"6070",#"15",#"18",#"1942-06-03",#"май->1"
"6071",#"15",#"18",#"1942-06-04",#"ольховатка->1,начполитарма->1,приколодное->1"
"6072",#"15",#"18",#"1942-06-05",#"куда->1,пара->1,ольховатка->1,валуйки->1"
"6073",#"15",#"18",#"1942-06-06",#"валуйки->2,май->1,ольховатка->1,реут->1,москва->1"
"6074",#"15",#"18",#"1942-06-07",#"валуйки->1"
"6075",#"15",#"18",#"1942-06-08",#"валуйки->2"
"6076",#"15",#"18",#"1942-06-10",#"дон->1,валуйки->1,воронеж->1,сена->1,реут->2"
"6077",#"15",#"18",#"1942-06-11",#"лондон->1,воронеж->2,пушкин->1,дон->1,вашингтон->1,москва->1"
"6078",#"15",#"18",#"1942-06-12",#"москва->1"
"6079",#"15",#"18",#"1942-06-13",#"валуйки->1,воронеж->1,реут->2,пушкин->1,тол->1,москва->2"
"6080",#"15",#"18",#"1942-06-14",#
"6081",#"15",#"18",#"1942-06-15",#"октябрьск->1"
"6082",#"15",#"18",#"1942-06-16",#"реут->1"
"6083",#"15",#"18",#"1942-06-17",#"купянск->2"
"6084",#"15",#"18",#"1942-06-18",#"англия->1,май->1,воронеж->1,сша->1,красный->1"
"6085",#"15",#"18",#"1942-06-19",#
"6086",#"15",#"18",#"1942-06-20",#"керчь->1,май->1,реут->1,москва->2,который->1"
"6087",#"15",#"18",#"1942-06-21",#"хмельницкий->1,брянский->1,москва->1"
"6088",#"15",#"18",#"1942-06-22",#"наша севастопольская->1,пара->1,воронеж->1,фарман->1,вышитая украинская->1,украина->1"
"6089",#"15",#"18",#"1942-06-23",#
"6090",#"15",#"18",#"1942-06-24",#"украинское->1,россошь->1,ольховатка->1,севастополь->1,валуйки->2"
"6091",#"15",#"18",#"1942-06-28",#"семипалатинск->2,воронеж->1,харьков->1,уфа->3,рама->1,жуковский->1,нея->1,москва->3,куйбышев->1"
"6092",#"15",#"18",#"1942-06-29",#"дон->1,любим->1,свежее сено->1,щербаковое->1,острогожск->1"
"6093",#"15",#"18",#"1942-06-30",#"городок->1,фокин->1,россошь->2"
"6094",#"15",#"18",#"1942-07-01",#"валуйки->1,овчинниковое->1,россошь->1"
"6095",#"15",#"18",#"1942-07-02",#
"6096",#"15",#"18",#"1942-07-03",#"май->1,оскол->1,волоконовка->1,волчанск->2,ольховатка->1,пара->1,россошь->2"
"6097",#"15",#"18",#"1942-07-04",#"лиски->1,воронеж->4,острогожск->1,россошь->2,дон->1,киев->1,касторное->1"
"6098",#"15",#"18",#"1942-07-06",#"весь городок->1,богучар->1,белогорье->3,павловск->1,россошь->2"
"6099",#"15",#"18",#"1942-07-07",#"александр->1,богучар->1,павловск->1"
"6100",#"15",#"18",#"1942-07-08",#"куда->2"
"6101",#"15",#"18",#"1942-07-09",#"куда->1,урюпинск->1,ростов->1"
"6102",#"15",#"18",#"1942-07-10",#"дон->3,александров->1,воронеж->2,урюпинск->1"
"6103",#"15",#"18",#"1942-07-11",#"восток->1"
"6104",#"15",#"18",#"1942-07-14",#"сталинград->3,сталинградский->1,хопер->1,запад->1,украина->1,урюпинск->1"
"6105",#"15",#"18",#"1942-07-15",#"сталинград->2,саратов->1,поворино->1,дон->1,клин->1,миллерово->1,пара->1,лисичанск->1,москва->1"
"6106",#"15",#"18",#"1942-07-16",#"воронеж->1"
"6107",#"15",#"18",#"1942-07-17",#"берлин->1"
"6108",#"15",#"18",#"1942-07-25",#"баку->1,воронеж->1,берлин->1,запад->1,куда->1,новочеркасск->1,кавказ->1,москва->3,дон->2,сталинград->1,орёл->1,кенигсберг->1,керчь->1,курск->1,красная->1,ростов->3,тбилиси->1"
"6109",#"15",#"18",#"1942-07-26",#"брянск->1,партизанский край->1,ростов->1,партизанский район->1,рославль->1"
"6110",#"15",#"18",#"1942-07-30",#"болотный->1,хамадан->1,одесса->1,красное->1,ленинград->1,атлантика->1,красноярск->1,кавказ->2,чех->1,англия->1,архангельск->1,кремлёвка->1,дон->1,амдерма->1,севастополь->4,белов->1,запад->1,мурманск->4,исландия->1,порту->2,нея->1,курск->1,арктика->1,красная->5,ростов->2,регистан->1"
"6111",#"15",#"18",#"1942-07-31",#"дон->1,сталинградская обл->1,ржев->2"
"6112",#"15",#"18",#"1942-08-04",#"куда->1,передний край->1,гжатска->1"
"6113",#"15",#"18",#"1942-08-08",#"пузина->1,кружкова->1,ташкент->1"
"6114",#"15",#"18",#"1942-08-08",#"ближайший район->1,митин->1,солнечногорск->1,урал->1"
"6115",#"15",#"18",#"1942-08-12",#"сам воронеж->1,кампания->1,курган->1,черчилль->1,калинин->1,свободная франция->1,брянский->1,туапсе->1,англия->1,волга->1,москва->2,пара->1,арагви->1,майкоп->2,сша->1,виши->1,северокавказский->1,сталинградский->1,черкасск->1,котельниково->1,ленинград->1,китай->1,индия->2,пятигорск->1,кобра->1,кенигсберг->1,германия->1,то->2,краснодар->2,карро->2,новороссийск->1,урицк->1,ржев->3"
"6116",#"15",#"18",#"1942-08-13",#"тихвин->1,рыклин->2,киров->1,красное->1,украина->1,москва->1,англия->1,черчилль->1,америка->1,россия->1,элиста->1,ржев->1"
"6117",#"15",#"18",#"1942-08-17",#"черчилль->1,иран->2,тегеран->1,москва->1,англия->1,турция->1,астрахань->1,румыния->1,майкоп->1,япония->1,владивосток->1,украинская->1,польша->1,май->1,северный иран->1,манила->1,болгария->1,ленинград->1,то->3,финляндия->1,ирак->3,арктика->1,куда->1,махачкала->1"
"6118",#"15",#"18",#"1942-08-19",#"нея->1,май->1,реут->2,данциг->1,то->5,сахара->1,ленинград->2,москва->1,то человече->1"
"6119",#"15",#"18",#"1942-08-30",#"сычевка->1,диксон->1,курган->1,сталинградский->1,седа->1,кавказ->1,москва->2,купянск->1,сталинград->4,архангельск->2,острый->1,арктика->1,буг->1,френкель->1,омский->1,красная->4,приднестровье->1,ржев->4,передний край->1"
"6120",#"15",#"18",#"1942-09-12",#"москва->1,баку->3,севастополь->1,кенигсберг->1,гвардейский->1,красноводск->4,варшава->1,газа->1,берлин->3,собь->1,ташкент->1"
"6121",#"15",#"18",#"1942-09-28",#"терек->1,николаев->1,украина->1,кавказ->1,москва->1,грозный->2,таганрог->1,орджоникидзе->1,баку->1,славная каховка->1,горбатов->1,пара->1,френкель->2,запад->1,севший айзенштадт->1,сталинград->2,город николаев->1,одесса->7,моздок->1,айзенштадт->4,ростов->1,ржев->3"
"6122",#"15",#"18",#"1942-10-14",#"калинин->1,сережа->1,красный->1,москва->1,который->1,сталинград->4,волга->1,геленджик->1,югославия->1,сухуми->2,туапсе->1,моздок->1"
"6123",#"15",#"18",#"1942-10-15",#"валуйки->1,май->1,восток->1,ногинск->1,европа->3,москва->1,который->1,советская грузия->1,сталинград->3,кобра->2,начштаб->1,велик->1,красная->1,пара->1,куда->1,гитлеровская германия->1"
"6124",#"15",#"18",#"1942-10-27",#"сочи->1,другой район->1,этот орёл->1,рассказ->1,красная->2,туапсе->3,который->1,партизанский край->2,москва->2,кола->1,тушино->1,майкоп->1,воронеж->1,лондон->1,диксон->1,сталинградский->1,партизанский->3,ленинград->1,то->1,бекетовка->1,сталинград->4,красный->2,волга->2,северный->1,новороссийск->1,ржев->1,сарепта->1"
"6125",#"15",#"18",#"1942-11-02",#"космичёска->1,шпитальное->1,сталинград->3,германия->2,абстрактная область->1,собственный кале->1,москва->5,то->3"
"6126",#"15",#"18",#"1942-11-03",#"москва->1"
"6127",#"15",#"18",#"1942-11-09",#"бирюков->1"
"6128",#"15",#"18",#"1942-11-21",#"ржев->1,москва->2"
"6129",#"15",#"18",#"1942-11-30",#"сталинград->2,сталинградский->1,торопец->1,москва->1,котельниково->1,вена->1,то->2,великое->1,ржев->1,сталинградская->1"
"6130",#"15",#"18",#"1942-12-16",#"кузбасс->1,сталинград->2,куйбышев->1,ржев->1,вязьма->1"
"6131",#"15",#"18",#"1942-12-26",#"острогожск->1,берлин->1,котельниково->1,ленинград->1,москва->2,петропавловка->1,челяб->1,сталинградская->1,дон->1,варшава->1,миллерово->1,тбилиси->1,куйбышев->1"
"6132",#"15",#"18",#"1942-12-28",#"немецк->1,ленинград->1,ржев->1,горка->1"
"6133",#"15",#"18",#"1943-01-01",#"пара->1,москва->1"
"6134",#"15",#"18",#"1943-01-05",#"витебская область->1,витебский->1"
"6135",#"15",#"18",#"1943-01-15",#"сталинград->1,пара->1"
"6136",#"15",#"18",#"1943-01-17",#"ростов->1,кавказ->1"
"6137",#"15",#"18",#"1943-01-19",#"африка->1"
"6138",#"15",#"18",#"1943-01-20",#"омск->1,пара->1,москва->4,гжатска->1"
"6139",#"15",#"18",#"1943-01-30",#"тихорецк->1,сталинград->1,пара->1,луганск->1,урал->1,самая германия->1,нея->1,майкоп->1,ленинград->2,ворошиловград->1,кавказ->1"
"6140",#"15",#"18",#"1943-02-01",#"сталинград->1,сталинградский->1,москва->1,бирюков->1"
"6141",#"15",#"18",#"1943-02-06",#"панибратски->1,сталинград->2,который->1"
"6142",#"15",#"18",#"1943-02-15",#"май->1,москва->2,куда->1,мурманск->1,красный сулин->1,ростов->2,ворошиловград->1,то->1"
"6143",#"15",#"18",#"1943-02-25",#"великое->1,газа->1,харьков->2,англия->1,краснограда->1,новороссийский->1,сума->1,ленинград->1,москва->2,ростовская область->1,они газ->1,америка->1,сталинград->1,орёл->1,краснодарский край->1,который->1,красная->1,куда->2,павлоград->1"
"6144",#"15",#"18",#"1943-02-26",#"сталинград->5,сталинградский->1,карман->2,донбасс->1,шахта->1,пара->1,москва->2"
"6145",#"15",#"18",#"1943-03-05",#"хамадан->1,сочи->1,харьков->1,валуйки->1,кронштадт->1,таллинн->1,москва->2,ленинград->2,киров->2,нева->1,шахта->1,павлоград->1,кузбасс->1,свердловск->1,севастополь->2,донбасс->1,барвенково->1,лисичанск->1,сухиничи->1,красноармейск->1,одесса->1,позовнил->1,северный->1,куйбышев->1,киев->1,красная->2,новороссийск->1,поти->1,ржев->1,балтика->1"
"6146",#"15",#"18",#"1943-03-07",#"моршанск->1,ейск->1,кремлёвка->1,кобра->1"
"6147",#"15",#"18",#"1943-03-12",#"курган->1,один руднев->1,харьков->3,гжатска->1,краснограда->1,смоленск->1,иня->1,красноармейский->1,павлоград->1,лондон->1,советская украина->1,левый край->1,палецкис->1,уса->2,сухиничи->1,то->1,сталинград->1,орёл->1,ярцево->1,днепр->1,карман->1,вязьма->10,питерса->1,курск->1,красная->1,новороссийск->2,америка->1"
"6148",#"15",#"18",#"1943-03-24",#"украинское->1,горбатов->1,белгород->1,станкача->1,харьков->2,донбасс->2,левый край->1,запад->1,краснограда->1,донец->1,строкативший->1,жиздра->1,тол->1,киев->2,куда->1,ворошиловград->3,павлоград->1"
"6149",#"15",#"18",#"1943-03-30",#"азизян->1,сталинград->1,орёл->1,передний край->2,москва->4,тунис->1,берлин->3,куда->2,рудольф->1,гомель->1"
"6150",#"15",#"18",#"1943-03-31",#"верховцев->1,америка->1,сгибнева->1,пвхое->1,полполс->1,то->1"
"6151",#"15",#"18",#"1943-04-09",#"брянск->1,украинский->1,правобережная украина->1,польша->1,пвхое->2,самостийная украина->1,ростов->2,ленинград->1,москва->2,орша->1"
"6152",#"15",#"18",#"1943-04-27",#"бабушкин->1,лабиау->1,отрадное->1,рыклин->1,воронеж->1,город германия->1,резекне->1,растенбург->1,смоленск->1,каунас->1,москва->6,то->2,скопин->1,инстербург->1,европа->1,тверская->1,даугавпилс->1,красный->1,кенигсберг->2,михайлов->2,банкующий->1"
"6153",#"15",#"18",#"1943-05-06",#"кубань->2"
"6154",#"15",#"18",#"1943-05-12",#"кубань->3,белоруссия->1,средняя азия->1,любимов->1,севастополь->1,красная->3,москва->1,украина->1,армения->1,баку->1,брянский->2,наш восток->1,тунис->1,африка->1,красный->1,серпухов->2,лисичанск->1,киев->2,май->1,кавказ->1,хамадан->1"
"6155",#"15",#"18",#"1943-05-17",#"минск->2,рискинд->1,курган->2,реут->1,перов->1,газа->1,москва->13,нарофоминск->1,вязьма->1,куда->1,восток->1,куйбышев->5"
"6156",#"15",#"18",#"1943-05-26",#"иванов->1,диксон->2,москва->1,арктика->1,запад->1,американск->1,кренкель->2,май->1,сережа->1,собь->1,то->1"
"6157",#"15",#"18",#"1943-06-03",#"курск->1,май->2,руднева->1,германия->1,то->1,краснодар->1,который->1,новороссийск->1,пара->1,москва->3,италия->1"
"6158",#"15",#"18",#"1943-06-04",#"микош->1,англия->2,архангельск->1,красный->1,трехгорка->1,севастопольская->1,сша->2,москва->1,севастополь->2"
"6159",#"15",#"18",#"1943-06-05",#"лондон->1,украинский->1,красный->1,москва->2,горьковская область->1"
"6160",#"15",#"18",#"1943-06-09",#"волхов->1,курск->2,краснодар->1,ростов->1,ленинград->1,москва->1"
"6161",#"15",#"18",#"1943-06-11",#
"6162",#"15",#"18",#"1943-06-15",#
"6163",#"15",#"18",#"1943-06-19",#"нея->1,спасский->1"
"6164",#"15",#"18",#"1943-07-05",#"калинин->1,белгород->1,восток->1,курский->1,пузина->2,москва->3,орёл->1,кремлёвка->1,орловско->1,кренкель->1,марица->1,ростов->1,тюрингия->1"
"6165",#"15",#"18",#"1943-07-06",#"курско->1,орёл->1,мценск->1"
"6166",#"15",#"18",#"1943-07-13",#"тула->1,куда->1,брянский->1"
"6167",#"15",#"18",#"1943-07-14",#"орловская область->1,щигровский район->1,ефремов->1,село борковое->1,елец->3,орловско->1,курский->1,сицилия->1,севшее барановка->1,ливны->1,то->1"
"6168",#"15",#"18",#"1943-07-15",#"кубань->1,курган->1,орёл->1,брянский->1,курский->1,городок->1,орловско->1,красная->2,деревня николаевка->1,москва->1,ское->1"
"6169",#"15",#"18",#"1943-07-16",#"передний край->1"
"6170",#"15",#"18",#"1943-07-17",#"курган->1,передний край->1,мандаль->1"
"6171",#"15",#"18",#"1943-07-18",#"передний край->2,он начштаба->1,поныри->1,седа->1,куда->1,москва->1"
"6172",#"15",#"18",#"1943-07-19",#"тросна->1,пара->1"
"6173",#"15",#"18",#"1943-07-20",#"кос->1"
"6174",#"15",#"18",#"1943-07-22",#"тросна->3,орёл->3,передний край->1,харьков->1"
"6175",#"15",#"18",#"1943-07-25",#"запад->1,курган->1,курск->1,кавказ->1"
"6176",#"15",#"18",#"1943-07-28",#"калинин->1,сталинград->1,курск->4,калуга->1,донбасс->1,кос->1,пара->1,куда->1,москва->1"
"6177",#"15",#"18",#"1943-07-29",#
"6178",#"15",#"18",#"1943-07-31",#"орёл->1,гомель->2,фатеж->1,германия->1,карачев->1,газа->1,ворошиловград->1,который->1"
"6179",#"15",#"18",#"1943-08-03",#"курск->1,европа->1,кром->1,то->1"
"6180",#"15",#"18",#"1943-08-06",#"тыловой район->1,германия->2,великое->1,курск->6,воронеж->1,орёл->2,елец->1,николаев->4,пугачев->1,белгород->1,начштаб->1"
"6181",#"15",#"18",#"1943-08-07",#"орёл->2,кром->2,красный->1,наше яхлаково->1,красная->1,куда->1"
"6182",#"15",#"18",#"1943-08-20",#"киже->1,харьков->2,маторино->1,москва->3,штевнева->1,грайворон->1,ахтырка->1,деревня ванино->1,монголия->1,красная->1,орёл->1,полтава->1,начштаб->1,курск->1,передний край->2,америка->1,карман->1,богодухов->1,керчь->2,сель жданово->1,пара->1,вологда->2,красный->1"
"6183",#"15",#"18",#"1943-08-21",#"украина->1"
"6184",#"15",#"18",#"1943-08-22",#"деревня большая михайловка->1,мичуринск->1,бобров->1,харьков->2,ракитянский район->1,брянский->1,москва->3,курская обл->1"
"6185",#"15",#"18",#"1943-08-23",#"сталинград->1,красная->2,пара->1"
"6186",#"15",#"18",#"1943-08-24",#"тула->2,кром->3,передний край->1,орёл->5,харьков->2,орловско->1,курск->1,уса->1,белгород->1,москва->4,мценск->3"
"6187",#"15",#"18",#"1943-08-25",#"крым->1,красная->1,киев->1,брест->1,куда->1,пара->1,москва->1,ленинград->1"
"6188",#"15",#"18",#"1943-08-29",#"орёл->1,донбасс->1,ленинский район->1,севск->1,москва->2,ленинград->1,сталинград->1,курск->1,брянский->1,пара->1,куда->2,харьков->1"
"6189",#"15",#"18",#"1943-09-03",#"сума->1,таганрог->3,глухов->1,брянск->1,ельня->1"
